artist,song,link,text,Moods
XTC,Complicated Game,/x/xtc/complicated+game_20147709.html,"I ask myself should I put my finger to the left, no  
I ask myself should I put my finger to the right, no  
I say it really doesn't matter where I put my finger  
Someone else will come along and move it  
And it's always been the same  
It's just a complicated game  
  
A little girl asked me should she part her hair upon the left, no  
A little girl asked me should she part her hair upon the right, no  
I said it doesn't really matter where you part your hair  
Someone else will come along and move it and it's  
Always been the same  
It's just a complicated game  
  
A little boy asked me should he put his vote upon the left, no  
A little boy asked me should he put his vote upon the right, no  
I say it really doesn't matter where you put your vote  
Someone else will come along and move it  
And it's always been the same  
It's just a complicated game  
  
They wanted Tom  
They wanted Joe  
To dress 'em up and stick 'em out on show  
They were arrows in a very bad aim  
It's just a complicated game  
  
God asked me should he ought to put his world on the left, no  
God asked me should he ought to put his world on the right, no  
I said God, it really doesn't matter where you put your world  
Someone will come along and move it  
And it's always been the same  
It's just a complicated game

",Smooth
Nick Cave,Lovely Creature,/n/nick+cave/lovely+creature_20100051.html,"There she stands, this lovely creature  
There she stands, there she stands  
With her hair full of ribbons  
And green gloves on her hands  
So I asked this lovely creature  
Yes, I asked. yes I asked  
Would she walk with me a while  
Through this night so fast  
She took my hand, this lovely creature  
Yes, she said, yes, she said  
Yes, I'll walk with you a while  
It was a joyful man she led  
Over hills, this lovely creature  
Over mountains, over ranges  
By great pyramids and sphinxs  
We met drifters and strangers  
Oh the sands, my lovely creature  
And the mad, moaning winds  
At night the deserts writhed  
With diabolical things  
Through the night, through the night  
The wind lashed and it whipped me  
When I got home, my lovely creature  
She was no longer with me  
Somewhere she lies, this lovely creature  
Beneath the slow drifting sands  
With her hair full of ribbons  
And green gloves on her hands

",Soul
Cher,Love And Pain,/c/cher/love+pain_20029717.html,"I see the clouds and I feel the rain  
It's all coming down to you again  
And I take the ashes  
Though memories stays the same  
It's all coming down to love and pain  
  
Headin' for the coast  
Trying to make the most of this misery  
Cause there's a pain in my heart  
And it's tearing me apart  
Well I guess it all comes down to loving you  
(Do you see the clouds, can you feel the rain)  
It's all coming down to love and pain  
  
On the road again (thinking about you baby)  
Tomorrow I will play L. A.  
But there's a pain in my heart  
And it's tearing me apart  
Well I guess that's just the ay my story goes  
  
Well there's a hunger in my veins  
And it's driving me insane  
But I guess it all comes down to love and pain  
  
Well there's a hunger in my veins  
And it's driving me insane  
So won't you help me, so won't you help me  
Ah won'tcha help me, help me, help me, help me  
  
But there's a hunger in my heart  
And it's tearing me apart  
Well I guess that's just the way my story goes  
And there's a hunger in my veins  
And it's driving me insane  
Well I guess it all comes down to loving you  
Oh I guess it's all coming down to love and pain

",Sound Effects
Rick Astley,Enough Love,/r/rick+astley/enough+love_20116121.html,"Not so long ago my life was, oh, so easy  
I did what I want, said what I want  
I did what I want, said what I want  
Not so long ago my life was, oh, so easy  
I did what I want, said what I want  
I did what I want, and then you came  
Once in my life I found a joy like this  
One special moment captured in a kiss  
For the rest of my life I may never feel like this again, again  
I don't know if I'm ready, I hope I'm strong enough  
To be a man that someone can depend on  
I don't know if I'm ready but I know I've got enough love  
As the days go by I see that it's so easy  
To do what I want, say what I want  
Do what I want, say what I want  
As the days go by, yeah, I feel that it's so easy  
To do what I want, say what I want, do what I want  
And only once in my life I may find a joy like this  
One special moment captured by a kiss  
For the rest of my life I may never feel like this again, again  
I don't know if I'm ready, I hope I'm strong enough  
To be a man that someone can depend on  
I don't know if I'm ready but I know I've got enough love  
I've got enough love, ooh yeah, I've got enough love, ooh  
And only once in your life you may feel like this  
One special moment captured in a kiss  
For the rest of your life you may never feel like this again  
I don't know if I'm ready, I hope I'm strong enough  
To be a man that someone can depend on  
I don't know if I'm ready but I know I've got enough love  

",Soundtrack
Bruno Mars,Girl I Wait,/b/bruno+mars/girl+i+wait_20910858.html,"You know I wait for you  
If it takes a lifetime to do  
Girl I will wait for you  
You're the only thing worth holding on to  
No matter how far  
Girl I can't live without my heart  
I hope you come home soon, soon  
Girl I will wait for you  
If it takes a lifetime to do  
Girl I wait  
Wait wait wait for you oh  
  
Our phone calls will have to do  
Write you letters just to prove  
You're the only thing on my mind  
I'm going...  
Just hold on I promise you  
Soon you'll be here by my side  
But we can't stop time  
Seems like the clock is running way too fast  
And now I'm feeling lost  
And I can't read your mind  
But you don't have to ask  
  
You know I wait for you  
If it takes a lifetime to do  
Girl I will wait for you  
You're the only thing worth holding on to  
No matter how far  
Girl I can't live without my heart  
I hope you come home soon, soon  
Girl I will wait for you  
If it takes a lifetime to do  
Girl I wait  
Wait wait wait for you oh

",Spanish
Johnny Cash,Goodbye Little Darling Goodbye,/j/johnny+cash/goodbye+little+darling+goodbye_20203503.html,"Goodbye little darling, we're parting  
Parting don't always mean goodbye  
Although we have to part, you're always in my heart  
Goodbye little darling goodbye  
  
Goodbye little darling, I'll miss you  
Miss you as the stars would miss the sky  
I hate to see you go, I'm gonna miss you so  
Goodbye little darling goodbye  
  
Goodbye little darling, I'll love you  
Love you until the day I day  
Please dream a dream of me wherever you may be  
Goodbye little darling goodbye  
  
Please dream a dream of me wherever you may be  
Goodbye little darling goodbye

",Spiritual
Hollies,Mickey's Monkey,/h/hollies/mickeys+monkey_20065667.html,"This cat named Mickey came from out of town, yea!  
He was spreading a new dance all around  
In just a matter of a few days, yea!  
His dance became the new teenage craze.  
  
When the people see him dancing,  
They begin to see,  
To see this cat do that monkey thing.  
It's really something to see,  
This cat named Mickey  
Doing the monkey.  
  
Come on, let's do Mickey's monkey, children,  
Yea, let's do Mickey's monkey, children  
Lum di lum di lie  
Lum di lum di lie  
Lum di lum di lie  
Lum di lum di lie  
Lum di lum di lie  
Lum di lum di lie  
Lum di lum di lie  
  
Oh,  
Monkey see, monkey do,  
Come on, you can do the monkey, children  
Yea, you're doing Mickey's monkey, children,  
Do the monkey, Mickey's monkey  
Oh, do the monkey, Mickey's monkey  
Mickey's monkey

",Sports
Tom T. Hall,Fox On The Run,/t/tom+t+hall/fox+on+the+run_20138701.html,"[Chorus]  
She walks through the corn leadin' down to the river  
Her hair shone like gold in the hot mornin' sun  
She took all the love that a poor boy could give her  
And left me to die like a fox on the run  
Like a fox, like a fox, like a fox on the run  
  
Now everybody knows the reason for my fall  
A woman tempted me down in paradise hall  
This woman tempted me and she took me for a ride  
Like a lonely fox, boys, i need a place to hide  
  
[Chorus]  
  
Oh, we'll drink a glass of wine, boys, to purify our soul  
We'll talk about the world and the friends we used to know  
I see a string of girls who have put me on before  
The game is nearly over and the hounds are at the door  
  
[Chorus]

",Storytelling
Spandau Ballet,Lifeline,/s/spandau+ballet/lifeline_20128498.html,"Changing her colours she's off to the shore  
She rides the soul train and he fight the law  
There's a power in his voice and it makes her feel so sure  
So live and live in love  
One day he'll build a statue with his hands  
So gentle when he tries to understand  
This subterfuge he never really planned  
Now you're living in the lifeline  
We're moving  
In the lifeline  
We're walking  
In the lifeline  
We're throwing  
So live and let live in love  
Exchanging their letters their exits begun  
With deathless precision he's aiming his gun  
A democracy of sorts that justifies the sun  
So live and let live in love  
Neither has the ghost of a chance  
Those decisions only can be made once  
You never really know just what you're giving  
Till you're living in the lifeline  
We're moving  
In the lifeline  
We're walking  
In the lifeline  
We're throwing  
He could have built a statue with his hands  
So gentle when he tries to understand  
You never really know just what you're giving  
Till you're living in the lifeline  
We're moving  
In the lifeline  
We're walking  
In the lifeline  
We're throwing to you  
But I'm not living

",Surf
Natalie Grant,No Sign Of It,/n/natalie+grant/no+sign+of+it_20275513.html,"It's a long wait at the gate  
Just to glimpse your fate  
Just to see whether it all works out  
It's a long road, a heavy load  
You gotta really want to go  
And just let the others walk around  
You now  
  
Up and down again  
But this time it's different  
It took some waiting to straighten  
Out the bend  
In and out of luck  
Yeah at times it was difficult  
I got a new life baby, It takes some getting used to but...  
  
Chorus:  
No sign of any rain  
My skies are clear today  
I keep bracing for that hit  
But there's not sign of it.  
No obstacles in sight  
My skies are clear tonight (My skies are full of light)  
I keep thinking I might see that cloud arrive  
Oh but there's no sign of it  
No sign of it  
  
And as I look around, it's all new ground  
The leaves on the trees touch down  
But I'm above weightless as a dream  
It's been a long road, a heavy load  
I just simply had to go  
Had to get here hard as it's been  
  
In and out of luck  
Yeah at times it was difficult  
I got a new life baby, it takes some getting  
Used to but...  
  
Repeat Chorus

",Swing
XTC,Respectable Street,/x/xtc/respectable+street_10193372.html,"It's in the order of their hedgerows  
It's in the way their curtains open and close  
It's in the look they give you down their nose  
All part of decency's jigsaw I suppose  
  
Heard the neighbor slam his car door  
Don't he realize this is respectable street  
What d'you think he bought that car for  
Cause he realize this is respectable street  
  
Now they talk about abortion  
In cosmopolitan proportions to their daughters  
As they speak of contraception  
And immaculate receptions on their portable  
Sony entertainment centers.  
  
Now she speaks about diseases  
And which sex position pleases best her old man  
Avon lady fills the creases  
When she manages to squeeze in past the caravans  
That never move from their front gardens.  
  
It's in the order of their hedgerows  
It's in the way their curtains open and close  
It's in the look they give you down their nose  
All part of decency's jigsaw I suppose  
Sunday church and they look fetching  
Saturday night saw him retching over our fence  
Bang the wall for me to turn down  
I can see them with their stern frown  
As they dispense the kind of look that says  
They're perfect.

",Symphonic
Omd,The Dead Girls,/o/omd/the+dead+girls_20103476.html,"Those girls are laughing now  
They take my breath away  
And all these dreams i'ce had  
Come back to me  
  
The light is never on  
They haven't fixed it yet  
But catholic girls, they never fear  
They grew up with that  
  
Those girls are always dreaming  
They need your sympathy  
Their vision's fading now  
Changing by degree  
  
So take me away  
Life is never this strange  
Counting your blessings  
When you're out of rain  
  
Those girls are laughing now  
They take my breath away  
In all these dreams I've had  
The dead girls say  
  
Counting our blessings like an extra day  
We turn and walk away  
Counting our blessings like an extra day  
We prayed you wouldn't stay  
  
The dead girls never care  
They never were that way  
The dead girls never peak  
Not today

",Tango
Johnny Cash,City Jail,/j/johnny+cash/city+jail_20745578.html,"City jail city jail like an old scared dog I tuck my tail  
Bow my head and not a careless word is said  
Gotta sleep on the floor once more at city jail  
  
Well I was hangin' round the bus station  
Mindin' my own business like I always do  
When I saw this waitress in this bus station cafe  
And I thought I check out the action like I always do  
I'd give her the bad eye and made a few choices personal comments  
About what I thought mine and her possibilities could be for a team  
When she called the badge on me  
The badge grabbed me by the arm and he said  
What are you doin' hangin' around here for  
And I said for whatever's goin' around  
City jail city jail...  
  
He said no what I mean is what are you doin'  
Sayin' things like that to that lady  
And I said what's that lady's doin' with purple hair  
Well the badge said you're smart alec and I said no I ain't I'm just hungry  
And he said you're actin' like a smart alec  
And I said no that's how I act when I get hungry  
City jail city jail...  
  
Well he put me outside in a dark corner  
And before you could say hypocrite he hit me on the head  
And I said oh don't hit me on the head  
I can't protect myself with the handcuffs on  
Please don't hit me on the head then he hit me again he hit me again he hit me
again  
And I said oh oh oh oh oh please don't stand on my feet when you hit me  
I break my ankles when I fall  
  
City jail city jail...  
  
Well about that time they threw me in the wagon  
And that waitress walked out with a sailor  
I said hey you not you I'm talkin' to the purple people eater  
Yes you lady quote you're the cause of it all unquote  
Then she said to that sailor said get me away from that horrible man Harry  
  
City jail city jail...  
Well as they hauled me away I said everybody have a nice evening

",Techno
Cyndi Lauper,Water's Edge,/c/cyndi+lauper/waters+edge_10074737.html,"I went to the water's edge, forgot I couldn't swim  
I went to the water's edge, all ready to jump in  
I saw the water shimmer  
I heard the wind howl  
I saw my own reflection  
I just can't see it now  
  
You say it's the way of the world  
To somehow co-exists  
That eventually life unfurls  
A path to happiness  
  
So I whisper your little secret  
And repeat it under my breath  
I'll save it for you in my heart  
In case we both forget  
  
Oh, I wish you could wrap yourself around me  
I am gripped by a loneliness  
Oh, I wish you could wrap yourself around me  
I'd be released in your tenderness  
I'd be released in your tenderness  
  
I went to the water's edge and saw my life eclipse  
I went to the water's edge and then felt myself slip  
I dreamed that I was floating, just coast until I grew fins  
I want to catch this tide back home and feel you again  
  
Oh, I wish you could wrap yourself around me  
I am gripped by a loneliness  
Oh, I wish you could wrap yourself around me  
I'd be released in your tenderness  
Oh, I wish you could wrap yourself around me  
I am gripped by a loneliness  
Oh, I wish you could wrap yourself around me  
I'd be released in your tenderness  
I'd be released in your tenderness  
I'd be released in your tenderness

",Trance
ABBA,Fernando,/a/abba/fernando_20002896.html,"Can you hear the drums Fernando?  
I remember long ago another starry night like this  
In the firelight Fernando  
You were humming to yourself and softly strumming your guitar  
I could hear the distant drums  
And sounds of bugle calls were coming from afar  
  
They were closer now Fernando  
Every hour every minute seemed to last eternally  
I was so afraid Fernando  
We were young and full of life and none of us prepared to die  
And I'm not ashamed to say  
The roar of guns and cannons almost made me cry  
  
There was something in the air that night  
The stars were bright, Fernando  
They were shining there for you and me  
For liberty, Fernando  
Though I never thought that we could lose  
There's no regret  
If I had to do the same again  
I would, my friend, Fernando  
If I had to do the same again  
I would, my friend, Fernando  
  
Now we're old and grey Fernando  
And since many years I haven't seen a rifle in your hand  
Can you hear the drums Fernando?  
Do you still recall the frightful night we crossed the Rio Grande?  
I can see it in your eyes  
How proud you were to fight for freedom in this land  
  
(Repeat x2)  
There was something in the air that night  
The stars were bright, Fernando  
They were shining there for you and me  
For liberty, Fernando  
Though I never thought that we could lose  
There's no regret  
If I had to do the same again  
I would, my friend, Fernando  
  
Yes, if I had to do the same again  
I would, my friend, Fernando...

",Tribal
Metallica,Where The Wild Things Are,/m/metallica/where+the+wild+things+are_20092110.html,"So wake up sleepy one  
It's time to save your world  
Steal dreams and give to you  
Shop lift a thought or two  
All children touch the sun  
Burn fingers one by one  
By one  
Will this earth be good to you?  
Keep you clean or stain through?  
So wake up sleepy one  
It's time to save your world  
You're where the wild things are  
Yeah  
Toy soldiers off to war  
Big eyes to open too  
Believing now under sun and moon  
But does heaven know you're here?  
And did they give you smiles or tears?  
No, no tears  
Will this earth be good to you?  
Keep you clean or stain through?  
So wake up sleepy one  
It's time to save your world  
You're where the wild things are  
Yeah  
Toy soldiers off to war  
You swing your ass all down  
Call to arms, a trumpet's sound  
Toy horses start the charge  
Robots, chessmen standing guard  
We shall never surrender  
All you children touch the sun  
Burn your fingers one by one  
Will this earth be good to you?  
Keep you clean or stain through?  
So wake up sleepy one  
It's time to save your world  
You're where the wild things are  
Yeah  
Toy soldiers off to war  
Off to war  
Off to war  
So close your little eyes

",Trip Hop
Bon Jovi,King Of The Mountain,/b/bon+jovi/king+of+the+mountain_20022130.html,"Listen people can't you hear the voices that are crying out  
There's a hunger burning in the heart of their souls  
Maybe now that I got you let me tell you what I'm talking 'bout  
Stand up and shout tonight we'll lose control  
  
I been down and mistreated  
Now we're standing undefeated  
  
[Chorus:]  
I'm the King of the Mountain  
I'm the King of the Hill  
I'm the King of the Mountain  
I'm the King of the Hill  
  
You spend your life working 9 to 5 it's like doing time  
Boss man says ""Hey boy, you'll never be no good""  
With the night there's a magic in the air that makes us come alive  
Tonight's the night they can't put you down, no one could  
  
I been down and mistreated  
Now we're standing undefeated  
  
[Chorus]  
  
Listen people can't you hear the voices that are crying out.  
There's a hunger burning in the heart of their souls.  
Maybe now that I got you let me tell you what I'm talking 'bout  
Stand up and shout tonight we'll lose control  
  
I been down and mistreated  
We won't be cheated  
Now we're standing undefeated  
  
[Chorus]

",Samba
Kelly Family,So Many Troubles,/k/kelly+family/so+many+troubles_20260952.html,"To find in me the seed of love  
You gave to me from high above  
To rest in you and you in me  
To find the truth and not to hide  
To feel the way beneath the sun  
To hear your voice and be your song  
  
So many troubles, so many troubles  
  
Through greedy pride and noisy hide  
Through hocus pocus rock 'n' roll  
Through spinal tap and ugly fights  
And rollercoaster beauty tips  
Mm... Mm... Mm  
Through Peter Pan and pretty fans  
Through sticks and stones and broken bones  
Chicken freaks mountain and freaks  
Through ups 'n' downs 'n' ups 'n' downs  
Through ugly pimps and ugly chicks  
And ugly forms  
Through fakes... Through summer warms  
And ugly worms  
Through ugly freaks and cheaky tricks  
  
So many troubles, so many troubles  
  
Here I am, here I come  
Hold my hand one  
More time one more try  
One more try  
  
Sing it  
So many troubles, so many troubles  
So many troubles, so many troubles oh oh  
Oh oh oh oh  
So many troubles, so many troubles  
  
To find in me the seed of love  
You gave to me from high above  
To rest in you and you and me  
To feel the way beneath the sun  
Through greedy pride and noisy hide  
Through hocus pocus rock 'n' roll  
Through Peter Pan and pretty fans  
Through sticks and stones  
  
So many troubles  
Here I am, here I come  
Hold my hand one more time  
One more try  
  
Speak to me cause I don't know the way

",Scandinavian
Kirk Franklin,Try Me,/k/kirk+franklin/try+me_20495361.html,"Verse 1  
Everybody needs somebody who'll be there someone to wipe the tears and  
Make you smile. So if you need someone that will not judge you when you fall
no  
Matter what you've done my love will answer when you call.  
  
Chorus  
So after your hearts been torn in two and you just don't know what to do,
after  
The rain has come and gone and the sun still won't shine, after your friends  
Have walked away and you've run out of words to say, after you've tried  
Everything else, then try me, ooh yeah  
  
Verse 2  
Life can make you cry and hurt you deep inside, I promise you I know the  
Pain you feel. So if you let me love you I can take those clouds away. I'll  
Fill your world with joy and all your wrong I will erase.  
  
Chorus  
  
Verse 3  
Even though you hurt me and sometimes forget my name. My love is unconditional  
That means that it would never ever change.  
  
Chorus  
  
Verse 4  
So what ever you need, you can you can try me oh yeah try me, try me

",Sci-Fi
Elton John,Born Bad,/e/elton+john/born+bad_20047146.html,"You've been crying  
And there ain't no use denying  
It was me  
Who put you through this misery  
And I'd like to say I'm sorry  
But I can't, no I can't  
Nothing's gonna change me  
Baby, that's the way I am  
I was born bad  
Always been the same, yes I was born bad  
Never gonna change 'cause I was born bad  
Only me to blame 'cause I was born bad  
Yes I was born bad  
Always been my habit, I was born bad  
Just can't seem to help it, I was born bad  
Always gonna happen, I was born bad  
Cause I was born bad  
I mistreat you  
And you know I always cheat you  
But that's me  
And that's the it's always been  
And I'd like to say I'm sorry  
But I can't, no I can't  
Nothing's gonna change me  
Baby, that's the way I am

",Score
Don Henley,Shakey Ground,/d/don+henley/shakey+ground_20042093.html,"Lady luck and four leaf clovers  
Won't ease this hurt I feel all over  
My life was one special occasion  
'Til your leaving dampened the situation  
  
[Chorus:]  
Well well well  
Standing on shakey ground  
Ever since you put me down  
Standing on shakey ground  
Ever since you put me down  
  
My car got repossessed this morning  
Harder times I haven't seen in years  
Girl you better throw me a life preserver  
'Cause I'm about to drown in my own tears  
  
[Chorus x 2]  
  
Standing on shakey ground  
Ever since you put me down  
  
Well well well  
Standing on shakey ground  
Shaking, shakey ground  
Standing, standing  
Standing on shakey ground

",Scottish
Ufo,Night Run,/u/ufo/night+run_20141915.html,"Love me tender, love me true  
Oooh baby what a song could do  
We were sharp like needles in the dark, no question mark  
My friend billy was one of a kind  
Growin' up and runnin' wild  
We could take a sunset and make it real  
We stood together on the edge of a knife  
(Fools) To be friends, brothers for life  
  
And we have seen the night run, it's a thousand miles away  
Yes we have seen the night run, it passed us by in just one day  
  
[Chorus 1:]  
Used to say well it's me and you  
Oooh we could make dreams come true  
And we put some magic in this night, oh feels so right  
Came across your photograph  
Everything was just a laugh  
Where do you go when you reach the end  
Into the night we would explode  
With hand on my heart, rules of the road  
  
[Chorus 1 x2]  
  
[Chorus 2:]  
Big city lights they fade then they go  
(Along with your sense of humor, no...)  
Some people give up and lose the fight  
We could prove it night after night after...  
  
[Chorus 2 x3]

",Sea Shanty
Gordon Lightfoot,Tattoo,/g/gordon+lightfoot/tattoo_20061626.html,"Whatever you think of me I'm still your friend  
So other than nothin' what's new  
The water's still flowin' through the rose on my skin  
This here tattoo is for you  
The boys at the parlor downtown  
Didn't waste anytime a-puttin' it down  
Time has been wastin' away I can see it  
Go sailin' on by as it slips through my fingers  
The bow and the wave never wait for tomorrow  
They just keep on rollin' as straight as an arrow, good night  
Girl of my dreams you get better each day  
I wish I could see you somehow  
Girls that I love is there no other way  
This here tattoo is for now  
I'd been out drinkin' all day  
I got carried away at the parlor last night  
This summer rose is for you it's no wonder  
I bothered to wander back into the parlor  
It's red and in bloom and it's more than one color  
It lives on forever for just a few dollars, good night  
Whatever you think of me I'm still your friend  
So baby whatever you do  
Now that it's taken its permanent home  
This here tattoo is for you  
The boys at the parlor downtown  
Didn't waste any time a-puttin' it down  
Time has been wastin' away, you know time doesn't  
Wait for nobody to find what they're after  
It just keeps on rolling on down the deep canyons  
And through the green meadows into the broad ocean, good night  
Whatever you think of me I'm still your friend  
So other than nothin' what's new  
The water's still flowing through the rose on my skin  
This here tattoo is for you  
The water's still flowin through the rose on my skin  
This here tattoo is for you  

",Sentimental
Robbie Williams,The Full Monty Medley,/r/robbie+williams/the+full+monty+medley_20116861.html,"You've done it all, you've broken every code  
And pulled the Rebel to the floor  
You spoilt the game, no matter what you say  
For only metal - what a bore!  
Blue eyes, blue eyes, how come you tell so many lies?  
  
Come up and see me, make me smile  
Or do what you want, run on wild  
Come up and see me, make me smile  
Or do what you want, run on wild  
  
MR TOM JONES!  
Baby take off your coat (Tell 'em Tom!)  
Real slow  
Baby take off your shoes  
I'll help you take off your shoes  
  
You give me reason to live  
You give me reason to live  
You give me reason to live  
You give me reason to live  
  
Well, you can leave your hat on  
You can leave your hat on  
Well, you can leave your hat on  
You can leave your hat on  
Well, you can leave your hat on  
  
Leave it on, Leave it on,  
Leave it on, Leave it on,  
Leave it on, Leave it on,  
Leave it on,  
You can leave your hat on - yeah.  
  
One two three  
One two three yeah  
  
You gotta know how to pony  
Like Mony Baronie.  
Mashed potato,  
Do the alligator.  
Put your hand on your hip,  
Let your backbone slip.  
Do the Watusi  
Like your Aunt Lucy.  
  
Na na na na na...  
  
You gotta know how to pony  
Like Mony Baronie.  
You gotta mashed potato,  
You gotta alligator.  
Put your hand on your hip,  
Let your backbone slip.  
Do the Watusi  
Like your Aunt Lucy.  
  
Na na na na na...  
Yes!  
Sing it with us now!  
Na na na na na...  
  
Long tall Sally  
Jump back in that alley babe  
Put your hand on your hip,  
Let your backbone slip.

",Sexy
Cyndi Lauper,Little Drummer Boy,/c/cyndi+lauper/little+drummer+boy_20035239.html,"Come they told me pa rum pa pum pum  
Our new born king to see pa rum pa pum pum  
Our finest gifts we bring pa rum pa pum pum  
To lay before the king pa rum pa pum pum  
Rum pa pum pum, rum pa pum pum  
  
Little baby pa rum pa pum pum  
I am a poor boy too pa rum pa pum pum  
I have no gift to bring pa rum pa pum pum  
To lay before the king pa rum pa pum pum  
Rum pa pum pum, rum pa pum pum  
  
So to honor him pa rum pa pum pum  
I played my drum for him pa rum pa pum pum  
I played my best for him pa rum pa pum pum  
And then he smiled at me pa rum pa pum pum  
Me and my drum, me and my drum, me and my drum, me and my drum

",Ska
Patti Smith,High On Rebellion,/p/patti+smith/high+on+rebellion_20212503.html,"What I feel when I'm playing guitar  
Is completely cold and crazy,  
Like I don't owe nobody nothing  
And it's just a test just to see  
How far I can relax  
Into the cold wave of a note.  
  
When everything hits just right (just and right)  
The note of nobility can go on forever.  
I never tire of the solitary E  
And I trust my guitar  
And I don't care about anything.  
  
Sometimes I feel like I've broken through  
And I'm free and I could dig into eternity  
Into eternity riding the wave  
And realm of the E.  
Sometimes it's useless.  
  
Here I am struggling and filled with dread  
Afraid that I'll never squeeze enough  
Graphite from my damaged cranium  
To inspire or asphyxiate any eyes  
Grazing like hungry cows across the stage or page.  
  
Inside of me I'm crazy I'm just crazy.  
Inside I must continue.  
I see her, my stiff muse,  
Jutting around round round  
Round like a broken speeding statue.  
  
The colonial year is dead  
And the Greeks too are finished.  
The face of Alexander remains not only solely  
Due to sculpture but through the power and foresight  
And magnetism of Alexander himself.  
  
The artist must maintain his swagger.  
He must he must he must be intoxicated  
By ritual as well as result.  
Look at me I am laughing.  
I am laughing.  
I am lapping cocaine from the hard brown palm  
Of the bouncer. and I trust my guitar.  
  
Therefore we black out together.  
Therefore I would run through scum.  
And scum is just ahead, ah we see it,  
But we just laugh.  
We're ascending through the hollow mountain.  
We are peeking.  
We are laughing.  
We are kneeling.  
We are laughing.  
We are radiating at last.  
  
This rebellion is just a gas  
Our gas a gas that we pass.

",Slow
Don McLean,Jump,/d/don+mclean/jump_20224894.html,"[Chorus]  
Well you better jump, jump, jump,  
If you want to' live at all.  
Yes you better jump, jump, jump,  
Even though you're bound to fall  
Cause' they're gonna' make you sorry gonna' make you cry  
If you don't jump, jump, jump, into the seat by and by.  
  
Well, you jump for joy and happiness,  
You jump when things go right.  
You jump when you're asleep  
And you hear a strange voice in the night.  
Sometimes we get to use to things, they don't mean what they did.  
I know that what make my floor, make another fellows lid.  
  
(Chorus)  
Well, I'm always on the lookout,  
For somethin' fresh and new.  
Like bein' on a cookout with a crazy Kangaroo.  
Just when I think I've found a place where I'm sure I want to' stop.  
My body won't quit cookin' and my mind begins to hop.  
  
(Chorus)  
Well, I'm thinkin' about a thousand things,  
I'm a losin' lots of sleep.  
I'm glidin' on my inner wings, I'm gettin' set to leap.  
I'm ridin' on my pony, I'm lettin' out my rope.  
I'm lookin' for an idea that a big bar of soap.  
  
(Chorus)  
(Instrumental Break)  
(Chorus)  
Well, one man was cold and hungry,  
One man was rich and well.  
One man stood at the window, as the crowd began to yell.  
While the poor man prayed to Jesus and the rich man made a deal.  
One man was standing naked yellin' do what you feel.  
  
(Chorus)  
(Chorus)

",Smooth
Europe,Start From The Dark,/e/europe/start+from+the+dark_20328201.html,"Thought you were ordinary  
Would not amount too much  
I guess they never knew you  
You found the place they couldn't touch  
  
Said you were nothing special  
Always kept to yourself  
You had to fight your own way  
There's always been touch too much at stake.  
  
What you gonna do?  
'Cause you're just like me  
What you gonna do?  
Tonight, this is where we go  
To find out who we really are  
We've got nothing left to lose  
Tonight, this is how we breathe  
To put some strength back in our hearts  
We've got nothing left to lose  
We start from the dark  
  
You'll never pass for someone  
Who'll find a place in life  
You'd sooner take that last breath  
To give away your heart and mind  
  
What you gonna do?  
'Cause you're just like me  
What you gonna do?  
Tonight, this is where we go  
To find out who we really are  
We've got nothing left to lose  
Tonight, this is how we breathe  
To put some strength back in our hearts  
We've got nothing left to lose  
We start from the dark  
Start from the dark  
  
What you gonna do?  
'Cause you're just like me  
What you gonna do?  
Tonight  
Tonight, this is where we go  
To find out who we really are  
We've got nothing left to lose  
Tonight, this is how we breathe  
To put some strength back in our hearts  
We've got nothing left to lose  
We start from the dark  
Start from the dark

",Soul
